"lon","lat","city_state"
-90.3371889,38.6105426,"St. Louis, MO"
-71.3273346,42.8806437,"Derry, NH"
-105.3571764,31.1745732,"Sierra Blanca, TX"
-94.7404891,32.5007037,"Longview, TX"
-97.7430608,30.267153,"Austin, TX"
-80.1373174,26.1224386,"Fort Lauderdale, FL"
-102.37796,33.5873164,"Levelland, TX"
-111.7924237,43.8231096,"Rexburg, ID"
-76.6121893,39.2903848,"Baltimore, MD"
-104.6091409,38.2544472,"Pueblo, CO"
-74.8623203,39.6573556,"Winslow, NJ"
-104.990251,39.7392358,"Denver, CO"
-93.3866185,45.0380201,"New Hope, MN"
-101.7937669,33.1667601,"Tahoka, TX"
-119.3409457,35.5941238,"Wasco, CA"
-112.0740373,33.4483771,"Phoenix, AZ"
-109.3280282,33.0508859,"Morenci, AZ"
-95.9979883,41.2523634,"Omaha, NE"
-97.7666999,33.4520535,"Sunset, TX"
-95.8085623,29.5571825,"Rosenberg, TX"
-97.0583681,36.1156071,"Stillwater, OK"
-85.7053085,42.9133602,"Wyoming, MI"
-108.5006904,45.7832856,"Billings, MT"
-95.3698028,29.7604267,"Houston, TX"
-76.7952525,39.3673278,"Randallstown, MD"
-83.8888647,43.5944677,"Bay City, MI"
-76.7083033,40.2653681,"Hummelstown, PA"
-117.1858759,34.5008311,"Apple Valley, CA"
-122.2852473,37.831316,"Emeryville, CA"
-121.805789,38.0049214,"Antioch, CA"
-82.8498654,31.5088073,"Douglas, GA"
-84.2807329,30.4382559,"Tallahassee, FL"
-81.3792365,28.5383355,"Orlando, FL"
-111.9400054,33.4255104,"Tempe, AZ"
-97.2155596,31.3865592,"Lorena, TX"
-90.0489801,35.1495343,"Memphis, TN"
-117.688944,34.0122346,"Chino, CA"
-97.5164276,35.4675602,"Oklahoma City, OK"
-117.0619755,34.0039039,"Calimesa, CA"
-81.1873005,35.262082,"Gastonia, NC"
-149.9002778,61.2180556,"Anchorage, AK"
-73.989306,41.1475954,"New City, NY"
-81.2518833,28.4844995,"Orange County, FL"
-97.7258626,33.7867684,"Nocona, TX"
-68.1203515,46.1644547,"Smyrna, ME"
-96.7969879,32.7766642,"Dallas, TX"
-119.1005657,46.2395793,"Pasco, WA"
-90.0466559,35.0277933,"Whitehaven, TN"
-107.5364443,39.5727585,"New Castle, CO"
-121.8863286,37.3382082,"San Jose, CA"
-85.7635692,32.831238,"Dadeville, AL"
-117.2897652,34.1083449,"San Bernardino, CA"
-94.6274636,39.114053,"Kansas City, KS"
-75.9268747,40.3356483,"Reading, PA"
-88.5745001,35.987286,"McLemoresville, TN"
-110.6309289,32.5997933,"San Manuel, AZ"
-76.474962,39.3092743,"Essex, MD"
-99.4803241,27.5305671,"Laredo, TX"
-80.2456045,25.9420377,"Miami Gardens, FL"
-88.1900415,34.8117565,"Iuka, MS"
-122.4374803,45.1721192,"Colton, OR"
-111.2224422,32.436381,"Marana, AZ"
-116.2146068,43.6187102,"Boise, ID"
-111.6585337,40.2338438,"Provo, UT"
-81.2078164,35.2895651,"Gaston County, NC"
-93.2922989,37.2089572,"Springfield, MO"
-84.6688348,42.5642907,"Eaton Rapids Township, MI"
-71.2342248,42.6106478,"Tewksbury, MA"
-100.8958674,29.3708857,"Del Rio, TX"
-80.8431267,35.2270869,"Charlotte, NC"
-97.0819541,32.8370727,"Euless, TX"
-86.8008228,33.4717732,"Homewood, AL"
-86.80249,33.5206608,"Birmingham, AL"
-105.6588485,33.3672525,"Ruidoso, NM"
-80.5886646,28.0344621,"Palm Bay, FL"
-75.4901833,40.6084305,"Allentown, PA"
-90.9562125,30.4868564,"Denham Springs, LA"
-84.683824,33.8595491,"Powder Springs, GA"
-83.5248933,34.6125971,"Clarkesville, GA"
-86.3619163,32.4798575,"Millbrook, AL"
-88.019826,44.519159,"Green Bay, WI"
-115.1398296,36.1699412,"Las Vegas, NV"
-87.4139092,39.4667034,"Terre Haute, IN"
-81.9498042,28.0394654,"Lakeland, FL"
-89.0928155,30.3674198,"Gulfport, MS"
-83.8354542,31.5307349,"Sylvester, GA"
-117.8678338,33.7455731,"Santa Ana, CA"
-82.4559598,34.6423372,"Pelzer, SC"
-84.8776392,42.729993,"Roxand Township, MI"
-90.3371889,38.6105426,"St Louis, MO"
-110.926479,32.2217429,"Tucson, AZ"
-92.3340724,38.9517053,"Columbia, MO"
-77.5358049,35.8968236,"Tarboro, NC"
-113.9536466,34.0061091,"La Paz County, AZ"
-90.7681675,34.5476004,"Barton, MS"
-88.0817251,41.525031,"Joilet, IL"
-75.5993692,38.3606736,"Salisbury, MD"
-81.2636738,28.9005446,"Deltona, FL"
-87.9064736,43.0389025,"Milwaukee, WI"
-118.3089661,34.1808392,"Burbank, CA"
-96.6851982,40.8257625,"Lincoln, NE"
-81.9592635,29.7366333,"Putnam Hall, FL"
-89.4012302,43.0730517,"Madison, WI"
-75.4596404,39.8006685,"Claymont, DE"
-117.9145036,33.8352932,"Anaheim, CA"
-82.7342919,35.2334472,"Brevard, NC"
-109.0145613,40.243578,"Dinosaur, CO"
-80.7419984,28.3861159,"Cocoa, FL"
-84.3879824,33.7489954,"Atlanta, GA"
-91.1403196,30.4582829,"Baton Rouge, LA"
-81.163168,32.149092,"Port Wentworth, GA"
-117.6508876,34.0633443,"Ontario, CA"
-81.6943605,41.49932,"Cleveland, OH"
-114.0530065,35.189443,"Kingman, AZ"
-87.7730474,30.8829628,"Bay Minette, AL"
-86.8113781,33.4053867,"Hoover, AL"
-75.8332718,39.6067789,"Elkton, MD"
-77.0368707,38.9071923,"Washington, DC"
-94.5785667,39.0997265,"Kansas City, MO"
-117.435048,34.0922335,"Fontana, CA"
-122.0651819,37.9100783,"Walnut Creek, CA"
-122.286865,38.2975381,"Napa, CA"
-98.4936282,29.4241219,"San Antonio, TX"
-80.5959065,40.3275693,"Follansbee, WV"
-87.8211854,42.5847425,"Kenosha, WI"
-90.3164819,31.3815627,"Ruth, MS"
-95.1163261,30.805746,"Onalaska, TX"
-121.4943996,38.5815719,"Sacramento, CA"
-122.8755949,42.3265152,"Medford, OR"
-78.726407,34.6568361,"Dublin, NC"
-119.0187125,35.3732921,"Bakersfield, CA"
-112.1859866,33.5386523,"Glendale, AZ"
-81.655651,30.3321838,"Jacksonville, FL"
-122.2648752,49.0001217,"Sumas, WA"
-87.3016132,34.567428,"Lawrence County, AL"
-116.6201357,43.7068281,"Middleton, ID"
-109.0603825,36.6039938,"Red Valley, AZ"
-96.2800864,34.568577,"Coal County, OK"
-78.0647387,43.193393,"Clarendon, NY"
-87.069919,39.5349663,"Harmony, IN"
-112.0098791,34.7391876,"Cottonwood, AZ"
-122.2566367,38.1040864,"Vallejo, CA"
-122.6764816,45.5230622,"Portland, OR"
-73.2103934,40.7298207,"Islip, NY"
-121.9552356,37.3541079,"Santa Clara, CA"
-88.4470508,43.7730448,"Fond du Lac, WI"
-76.2982742,36.8354258,"Portsmouth, VA"
-84.5143761,33.8839926,"Smyrna, GA"
-79.4492228,33.8179432,"Johnsonville, SC"
-118.2914872,33.9891116,"South Los Angeles, CA"
-94.9271868,38.8108408,"Gardner, KS"
-118.2643567,33.7857948,"Wilmington, CA"
-117.2919818,33.0369867,"Encinitas, CA"
-80.3256056,27.4467056,"Fort Pierce, FL"
-71.8800628,42.050091,"Webster, MA"
-119.1770516,34.1975048,"Oxnard, CA"
-78.7686297,39.5031465,"Fort Ashby, WV"
-71.0588801,42.3600825,"Boston, MA"
-83.0565679,39.05007,"Jasper, OH"
-85.8649408,37.7030646,"Elizabethtown, KY"
-123.0867536,44.0520691,"Eugene, OR"
-114.8345117,35.9782216,"Boulder City, NV"
-82.5131717,28.0544223,"Carollwood, FL"
-94.9774274,29.7355047,"Baytown, TX"
-76.7267773,39.1137602,"Fort Meade, MD"
-118.3525748,33.9164032,"Hawthorne, CA"
-74.6796651,40.2115109,"Hamilton, NJ"
-90.5787476,41.5094771,"Rock Island, IL"
-88.7319979,37.1511655,"Metropolis, IL"
-95.992775,36.1539816,"Tulsa, OK"
-92.4343035,31.3224044,"Pineville, LA"
-78.1633341,39.1856597,"Winchester, VA"
-87.8328505,42.4461322,"Zion, IL"
-79.9748103,32.8546197,"North Charleston, SC"
-117.8531119,33.7877944,"Orange, CA"
-106.1914141,35.0614358,"Edgewood, NM"
-118.4489739,35.1321877,"Tehachapi, CA"
-90.0772944,29.9035387,"Harvey, LA"
-112.2493671,43.7640903,"Jefferson County, ID"
-97.0068393,35.275439,"Pottawatomie County, OK"
-83.2784851,30.8327022,"Valdosta, GA"
-122.0363496,37.36883,"Sunnyvale, CA"
-96.2136136,35.9436968,"Kellyville, OK"
-86.9123217,30.4109342,"Navarre, FL"
-86.8789044,40.8678171,"Monon, IN"
-77.1735312,39.8716058,"Straban Township, PA"
-81.9817726,35.046508,"Boiling Springs, SC"
-122.1791556,39.9276572,"Corning, CA"
-95.6890185,39.0558235,"Topeka, KS"
-96.108891,36.1398102,"Sand Springs, OK"
-78.5030622,35.0154469,"Salemburg, NC"
-90.1842764,38.8906038,"Alton, IL"
-96.8570738,32.5896998,"DeSoto, TX"
-90.704279,35.8422967,"Jonesboro, AR"
-80.1917902,25.7616798,"Miami, FL"
-81.9320482,34.9495672,"Spartanburg, SC"
-105.2253316,38.4494063,"Cañon City, CO"
-117.6897776,34.0775104,"Montclair, CA"
-119.2717761,35.5005139,"Shafter, CA"
-87.6297982,41.8781136,"Chicago, IL"
-90.2603903,38.7192175,"Jennings, MO"
-85.6602058,30.1588129,"Panama City, FL"
-84.6616105,37.8620226,"Wilmore, KY"
-102.9774497,41.1448219,"Sidney, NE"
-98.3252932,26.2159066,"Mission, TX"
-74.7429384,40.2170534,"Trenton, NJ"
-122.518458,47.1717649,"Lakewood, WA"
-81.1831513,34.0859829,"Irmo, SC"
-109.9284084,31.4481547,"Bisbee, AZ"
-73.7948516,40.7282239,"Queens, NY"
-105.2769348,39.9324862,"Eldorado Springs, CO"
-118.4571974,34.3058279,"Sylmar, CA"
-95.1441197,34.1237158,"Rufe, OK"
-118.1937395,33.7700504,"Long Beach, CA"
-122.8163802,38.5471327,"Windsor, CA"
-94.8774554,36.8745146,"Miami, OK"
-104.5005407,37.1694632,"Trinidad, CO"
-97.0035982,28.8052674,"Victoria, TX"
-74.0059413,40.7127837,"New York, NY"
-81.7728543,28.5494447,"Clermont, FL"
-94.7608801,35.6826766,"Bunch, OK"
-119.8815203,36.0988489,"Kings County, CA"
-117.9536697,33.7091847,"Fountain Valley, CA"
-83.0457538,42.331427,"Detroit, MI"
-82.5154471,40.75839,"Mansfield, OH"
-88.9331256,37.7306054,"Marion, IL"
-97.9364326,35.052565,"Chickasha, OK"
-111.8314724,33.4151843,"Mesa, AZ"
-121.3716178,38.4087993,"Elk Grove, CA"
-77.5424809,36.6859829,"Emporia, VA"
-86.7816016,36.1626638,"Nashville, TN"
-117.1610838,32.715738,"San Diego, CA"
-75.6046494,39.2998339,"Smyrna, DE"
-109.9887605,40.299403,"Roosevelt, UT"
-96.6388833,32.912624,"Garland, TX"
-83.3562912,37.3478702,"Chavies, KY"
-119.1372338,46.2112458,"Kennewick, WA"
-118.4694832,33.9850469,"Venice, CA"
-118.0467339,34.0519548,"South El Monte, CA"
-80.7797935,37.0478982,"Pulaski, VA"
-78.5097228,35.9798734,"Wake Forest, NC"
-83.9879625,33.9562149,"Lawrenceville, GA"
-73.9695832,41.5048158,"Beacon, NY"
-118.0647871,33.8583483,"Cerritos, CA"
-110.9106656,33.0570085,"Kearny, AZ"
-76.0001965,43.2478466,"Constantia, NY"
-93.2632821,45.0860765,"Fridley, MN"
-122.4442906,47.2528768,"Tacoma, WA"
-76.8966397,38.9340002,"Landover, MD"
-81.3124341,29.9012437,"St. Augustine, FL"
-157.8583333,21.3069444,"Honolulu, HI"
-117.603104,33.640855,"Rancho Santa Margarita, CA"
-85.5800022,42.2011538,"Portage, MI"
-89.0939952,42.2711311,"Rockford, IL"
-87.6467131,41.6100344,"Harvey, IL"
-82.6267345,27.7518284,"St. Petersburg, FL"
-77.1067698,38.8799697,"Arlington, VA"
-92.0165336,34.974532,"Cabot, AR"
-108.5506486,39.0638705,"Grand Junction, CO"
-76.3055144,40.0378755,"Lancaster, PA"
-81.4831714,40.9458898,"Green, OH"
-87.1111676,37.7719074,"Owensboro, KY"
-105.5022205,44.2910915,"Gillette, WY"
-80.1373174,26.1224386,"Ft. Lauderdale, FL"
-74.0434736,40.8859325,"Hackensack, NJ"
-79.9310512,32.7764749,"Charleston, SC"
-79.0780831,40.008411,"Somerset, PA"
-93.2282613,38.7044609,"Sedalia, MO"
-109.291475,34.1111581,"Eagar, AZ"
-86.5861037,34.7303688,"Huntsville, AL"
-122.0981848,47.9128756,"Snohomish, WA"
-93.7321228,32.5159852,"Bossier City, LA"
-74.1065303,40.443441,"Ideal Beach, NJ"
-97.4780954,35.6528323,"Edmond, OK"
-83.2138641,33.3174387,"Rockville, GA"
-116.7664109,32.8350521,"Alpine, CA"
-80.7709014,34.7204257,"Lancaster, SC"
-104.9811468,39.8961821,"Northglenn, CO"
-85.0766113,33.5801103,"Carrollton, GA"
-83.1782587,42.1394858,"Trenton, MI"
-74.1243063,40.8120171,"Lyndhurst, NJ"
-95.9832577,35.6795873,"Okmulgee County, OK"
-123.4670077,42.382338,"Wilderville, OR"
-95.6307891,31.7621153,"Palestine, TX"
-77.6930602,43.2097837,"Greece, NY"
-71.1270268,42.2832142,"Roslindale, MA"
-97.5458565,32.8951262,"Azle, TX"
-119.2470536,35.7688425,"Delano, CA"
-106.7333599,34.806166,"Los Lunas, NM"
-96.8350999,32.2619765,"Ellis County, TX"
-95.24177,29.6112334,"Fuqua, TX"
-74.7227291,40.9601024,"Byram, NJ"
-120.4357191,34.9530337,"Santa Maria, CA"
-79.9558968,39.629526,"Morgantown, WV"
-122.2711137,37.8043637,"Oakland, CA"
-82.2359254,27.044224,"North Port, FL"
-121.7568946,36.910231,"Watsonsville, CA"
-102.0779146,31.9973456,"Midland, TX"
-104.3232924,39.7383163,"Strasburg, CO"
-80.6081089,28.0836269,"Melbourne, FL"
-122.7439912,45.9045591,"Woodland, WA"
-86.0899847,39.7219884,"Beech Grove, IN"
-112.2718239,33.5975393,"Sun City, AZ"
-83.6499321,41.04422,"Findlay, OH"
-95.6160549,30.0971621,"Tomball, TX"
-84.5120196,39.1031182,"Cincinnati, OH"
-73.8654295,40.8370495,"Bronx, NY"
-80.1247667,26.2378597,"Pompano Beach, FL"
-87.0352831,35.6150716,"Columbia, TN"
-98.5721016,29.4200763,"Bexar County, TX"
-86.1336033,40.486427,"Kokomo, IN"
-85.1393513,41.079273,"Fort Wayne, IN"
-85.7584557,38.2526647,"Louisville, KY"
-96.7130521,32.6492999,"Hutchins, TX"
-119.9771868,38.939926,"South Lake Tahoe, CA"
-119.2920585,36.3302284,"Visalia, CA"
-98.8208889,47.8805328,"Wood Lake, ND"
-86.6294262,32.8387371,"Clanton, AL"
-103.1360403,32.7026116,"Hobbs, NM"
-73.9859414,40.5749261,"Coney Island, NY"
-104.7091322,40.4233142,"Greeley, CO"
-117.9075627,34.1336186,"Azusa, CA"
-80.9411858,36.2184669,"Ronda, NC"
-121.2810611,38.7071247,"Citrus Heights, CA"
-82.0105148,33.4734978,"Augusta, GA"
-79.9958864,40.4406248,"Pittsburgh, PA"
-97.9297743,38.0608445,"Hutchinson, KS"
-97.7972544,32.7592955,"Weatherford, TX"
-76.3868797,37.2103925,"York County, VA"
-76.7802528,39.4195499,"Owings Mills, MD"
-119.7725868,36.7468422,"Fresno, CA"
-74.2948983,44.8486596,"Malone, NY"
-94.969956,35.91537,"Tahlequah, OK"
-74.1040191,43.2217388,"Edinburg, NY"
-83.3815429,35.1823171,"Franklin, NC"
-123.1987163,45.2101162,"McMinnville, OR"
-123.4568737,42.3447572,"Josephine County, OR"
-71.0183787,42.0834335,"Brockton, MA"
-80.8542568,37.8590061,"Meadow Bridge, WV"
-117.9389526,34.0686208,"West Covina, CA"
-118.1541632,34.6867846,"Lancaster, CA"
-75.1196199,39.9259463,"Camden, NJ"
-80.1300455,25.790654,"Miami Beach, FL"
-83.2948922,36.2139814,"Morristown, TN"
-76.4730122,37.0870821,"Newport News, VA"
-114.9817213,36.0395247,"Henderson, NV"
-121.8746789,37.6624312,"Pleasanton, CA"
-118.0728424,33.8314045,"Hawaiian Gardens, CA"
-71.9662009,44.1670079,"Bath, NH"
-120.609084,37.3477174,"Atwater, CA"
-118.1339563,33.8536269,"Lakewood, CA"
-98.1633432,26.3017374,"Edinburg, TX"
-74.4229266,39.3642834,"Atlantic City, NJ"
-94.4446742,39.1097268,"Sugar Creek, MO"
-122.8037102,45.487062,"Beaverton, OR"
-81.4718387,36.4339674,"Ashe County, NC"
-112.8279996,37.8421975,"Parowan, UT"
-122.1221869,37.1260578,"Boulder Creek, CA"
-83.8601827,33.5967815,"Covington, GA"
-121.5521858,39.0954484,"Olivehurst, CA"
-80.2331036,26.1275862,"Plantation, FL"
-87.8139483,41.8978091,"River Forest, IL"
-106.313081,42.866632,"Casper, WY"
-84.170196,33.8081608,"Stone Mountain, GA"
-122.2719529,41.2082089,"Dunsmuir, CA"
-70.9494938,42.466763,"Lynn, MA"
-81.8867451,28.5783313,"Mascotte, FL"
-80.955924,41.3083893,"Southington, OH"
-85.1469835,44.1025148,"Marion, MI"
-117.2296717,33.9424658,"Moreno Valley, CA"
-88.0075875,43.0494572,"Wauwatosa, WI"
-80.4775569,25.4687224,"Homestead, FL"
-85.3096801,35.0456297,"Chattanooga, TN"
-104.8202462,41.1399814,"Cheyenne, WY"
-86.2555067,31.2826685,"Opp, AL"
-122.3320708,47.6062095,"Seattle, WA"
-114.6141315,34.8480597,"Needles, CA"
-97.4974838,25.9017472,"Brownsville, TX"
-105.084423,40.5852602,"Fort Collins, CO"
-101.0523773,39.3958369,"Colby, KS"
-84.5091102,39.1214868,"Mt. Auburn, OH"
-94.3840777,29.8202205,"Winnie, TX"
-84.7452138,34.2828722,"White, GA"
-80.1319893,26.1723065,"Oakland Park, FL"
-81.8853924,31.6074365,"Jesup, GA"
-89.6384532,42.6011194,"Monroe, WI"
-75.1652215,39.9525839,"Philadelphia, PA"
-84.1916069,39.7589478,"Dayton, OH"
-93.4555093,45.0105194,"Plymouth, MN"
-78.8866943,33.6890603,"Myrtle Beach, SC"
-105.3822069,42.7596897,"Douglas, WY"
-121.0218887,39.0010079,"Meadow Vista, CA"
-118.3870991,34.1395597,"Studio City, CA"
-80.4331116,36.3293051,"Pinnacle, NC"
-84.2963123,33.7748275,"Decatur, GA"
-82.2798227,29.504692,"Micanopy, FL"
-93.7501789,32.5251516,"Shreveport, LA"
-82.9532036,34.6856555,"Seneca, SC"
-90.7195348,29.5957696,"Houma, LA"
-105.2705456,40.0149856,"Boulder, CO"
-90.1670393,35.8800733,"Manila, AR"
-106.7636538,32.3199396,"Las Cruces, NM"
-111.8338359,41.7369803,"Logan, UT"
-119.7412875,38.8882398,"Gardnerville Ranchos, NV"
-118.032844,33.9791793,"Whittier, CA"
-104.5230242,33.3942655,"Roswell, NM"
-81.8440197,38.4148146,"Nitro, WV"
-76.5852462,40.2775915,"Campbelltown, PA"
-77.8824596,37.5643209,"Powhatan County, VA"
-85.3863599,40.1933767,"Muncie, IN"
-117.1610966,32.7157305,"San Diego County, CA"
-88.1558785,40.3083672,"Rantoul, IL"
-88.0125865,42.9614039,"Greenfield, WI"
-156.3319253,20.7983626,"Maui, HI"
-77.4360481,37.5407246,"Richmond, VA"
-86.2549901,36.3558822,"Antioch, TN"
-84.6046663,39.0125608,"Elsmere, KY"
-97.1080656,32.735687,"Arlington, TX"
-114.8917978,47.1915937,"Superior, MT"
-77.3663538,35.612661,"Greenville, NC"
-95.9510661,29.7860643,"Brookshire, TX"
-80.1756481,33.0185039,"Summerville, SC"
-117.4260466,47.6587802,"Spokane, WA"
-97.1436254,34.1742611,"Ardmore, OK"
-75.7893604,41.3259134,"Pittston, PA"
-111.789027,33.3528264,"Gilbert, AZ"
-116.553465,48.276577,"Sandpoint, ID"
-97.1466695,31.549333,"Waco, TX"
-102.3676431,31.8456816,"Odessa, TX"
-83.555212,41.6639383,"Toledo, OH"
-74.1502007,40.5795317,"Staten Island, NY"
-98.7319703,29.7946641,"Boerne, TX"
-76.8894171,38.8576128,"District Heights, MD"
-72.4334173,41.7689878,"Bolton, CT"
-85.4735707,38.7142263,"Hanover, IN"
-117.8125674,35.6468991,"Inyokern, CA"
-119.7674034,39.1637984,"Carson City, NV"
-99.1403189,30.0474332,"Kerrville, TX"
-83.2827093,42.5793103,"Bloomfield Township, MI"
-118.2022917,48.1171945,"Hunters, WA"
-82.8373558,35.5328838,"Canton, NC"
-81.6395732,39.5478509,"Beverly, OH"
-87.5691735,33.2098407,"Tuscaloosa, AL"
-122.8293192,47.3352273,"Grapeview, WA"
-75.9413327,39.6001132,"North East, MD"
-93.6221657,47.2640071,"Cohasset, MN"
-73.6917851,42.7284117,"Troy, NY"
-77.1807842,38.2664512,"King George, VA"
-86.4958219,34.3181497,"Arab, AL"
-74.1371832,40.0578384,"Brick Township, NJ"
-79.9719831,35.914581,"Archdale, NC"
-105.937799,35.6869752,"Santa Fe, NM"
-75.6054882,39.9606643,"West Chester, PA"
-82.3023128,28.0614065,"Thonotosassa, FL"
-86.6199957,36.3047735,"Hendersonville, TN"
-111.9391031,40.6096698,"West Jordan, UT"
-111.654923,40.114955,"Spanish Fork, UT"
-73.8370786,40.9125992,"Mount Vernon, NY"
-96.76697,35.9850639,"Cushing, OK"
-105.0749801,40.3977612,"Loveland, CO"
-81.2223195,37.2698395,"Bluefield, WV"
-81.4401129,41.3125552,"Twinsburg, OH"
-104.4032962,32.8423345,"Artesia, NM"
-112.4685025,34.5400242,"Prescott, AZ"
-98.0297992,43.7094283,"Mitchell, SD"
-86.6199914,38.5489431,"French Lick, IN"
-123.7039941,41.1877221,"Weitchpec, CA"
-97.6836384,32.9659566,"Springtown, TX"
-71.4948322,42.8678693,"Merrimack, NH"
-78.898619,35.9940329,"Durham, NC"
-75.977985,36.8529263,"Virginia Beach, VA"
-80.2377078,25.7776438,"Little Havana, FL"
-147.7163889,64.8377778,"Fairbanks, AK"
-88.0701033,44.4822137,"Ashwaubenon, WI"
-118.0275667,34.0686206,"El Monte, CA"
-74.9813084,44.6697805,"Potsdam, NY"
-121.2722194,38.1341477,"Lodi, CA"
-118.1331593,33.9401088,"Downey, CA"
-75.3557457,39.849557,"Chester, PA"
-105.0866504,39.9205411,"Broomfield, CO"
-86.2516406,33.1731716,"Sylacauga, AL"
-83.9419784,35.9874629,"West Knox, TN"
-91.8382273,41.4641806,"Wellman, IA"
-95.7697131,34.9334298,"McAlester, OK"
-95.3988291,29.0246906,"Clute, TX"
-87.8819594,37.1092162,"Princeton, KY"
-117.0172826,34.8957957,"Barstow, CA"
-89.9635162,29.942783,"Chalmette, LA"
-118.442425,34.227617,"Panorama City, CA"
-92.4451371,31.3112936,"Alexandria, LA"
-103.7651984,44.3522065,"Lead, SD"
-84.4847316,43.8822464,"Beaverton, MI"
-84.4138259,37.4042496,"Brodhead, KY"
-87.3877899,36.0770048,"Dickson, TN"
-89.7811745,30.2751945,"Slidell, LA"
-88.2461183,31.3422346,"Washington County, AL"
-78.8689155,38.4495688,"Harrisonburg, VA"
-85.7769238,39.5214373,"Shelbyville, IN"
-121.8482855,36.6171819,"Sand City, CA"
-95.555513,33.6609389,"Paris, TX"
-81.420901,29.1872023,"Barberville, FL"
-81.7886906,28.0652975,"Auburndale, FL"
-86.482172,30.5168639,"Niceville, FL"
-122.4053018,40.4505502,"Happy Valley, CA"
-96.6397822,33.1972465,"McKinney, TX"
-76.8294213,39.4695489,"Reisterstown, MD"
-81.2078164,36.6721195,"Grayson County, VA"
-75.5397878,39.7390721,"Wilmington, DE"
-104.7008056,38.682219,"Fountain, CO"
-81.5190053,41.0814447,"Akron, OH"
-112.5868398,34.4258586,"Wilhoit, AZ"
-103.3485543,32.9440077,"Lovington, NM"
-85.2860676,34.9831309,"Rossville, GA"
-97.2872402,33.1828974,"Ponder, TX"
-117.0470434,32.555556,"San Ysidro, CA"
-103.2310149,44.0805434,"Rapid City, SD"
-93.2938352,45.8769031,"Mora, MN"
-81.1881557,37.7781702,"Beckley, WV"
-110.2772856,31.5455001,"Sierra Vista, AZ"
-117.3703235,34.1064001,"Rialto, CA"
-101.8312969,35.2219971,"Amarillo, TX"
-118.451357,34.1898566,"Van Nuys, CA"
-87.6675292,34.7448112,"Muscle Shoals, AL"
-97.1705678,32.8234621,"Hurst, TX"
-74.2846022,40.5575986,"Woodbridge, NJ"
-97.3967019,35.4495065,"Midwest City, OK"
-121.8946761,36.6002378,"Monterey, CA"
-80.0533746,26.7153424,"West Palm Beach, FL"
-76.8610462,39.2037144,"Columbia, MD"
-116.8651224,33.442702,"Aguanga, CA"
-70.880049,42.5584283,"Beverly, MA"
-72.3845301,41.2960159,"Old Saybrook, CT"
-117.6467917,34.433237,"Pinion Hills, CA"
-85.2515482,43.443107,"Cato Township, MI"
-88.0747875,41.801141,"Lisle, IL"
-93.2173758,30.2265949,"Lakes Charles, LA"
-82.2962268,34.9203946,"Taylors, SC"
-102.498757,31.8423472,"West Odessa, TX"
-98.3959291,34.6035669,"Lawton, OK"
-90.4406506,31.5790588,"Brookhaven, MS"
-84.7999382,34.1650972,"Cartersville, GA"
-81.7948103,26.1420358,"Naples, FL"
-116.2155619,33.7205771,"Indio, CA"
